DGUID,Total_jobs_125,HHI_125
2021S051235300289,4724125,773.92
2021S051235300290,4736675,773.93
2021S051235300291,4728980,773.86
2021S051235300292,4731035,773.81
2021S051235300296,4748500,774.06
2021S051235300297,4751075,774.13
2021S051235300298,4758590,773.93
2021S051235300329,4727730,774.14
2021S051235300330,4720195,774.18
2021S051235300332,4739010,774.19
2021S051235300333,4734835,774.16
2021S051235300334,4743525,774.19
2021S051235300335,4731190,774.13
2021S051235300338,4749030,774.16
2021S051235300339,4764120,774.24
2021S051235300340,4758290,774.21
2021S051235300341,4756320,774.19
2021S051235300343,4775030,774.19
2021S051235300344,4785190,774.16
2021S051235300347,4783190,774.15
2021S051235300348,4780535,774.13
2021S051235300349,4779015,774.12
2021S051235300350,4772515,774.1
2021S051235300351,4767085,774.09
2021S051235300353,4758450,774.1
2021S051235300354,4766640,774
2021S051235300355,4766595,774.01
2021S051235300357,4771105,773.91
2021S051235300358,4785985,773.91
2021S051235300359,4794060,773.93
2021S051235300360,4797420,773.9
2021S051235300361,4780590,773.91
2021S051235300362,4792085,773.86
2021S051235300363,4776140,773.88
2021S051235300364,4779195,773.91
2021S051235300365,4772575,773.9
2021S051235300366,4764735,773.87
2021S051235300367,4761515,773.84
2021S051235300368,4757355,773.86
2021S051235300369,4761655,773.87
2021S051235300370,4758345,773.85
2021S051235300371,4757135,773.86
2021S051235300372,4750370,773.84
2021S051235300373,4755345,773.86
2021S051235300374,4749590,773.81
2021S051235300375,4745630,773.83
2021S051235300376,4755075,773.84
2021S051235300377,4756420,773.79
2021S051235300378,4766120,773.86
2021S051235300379,4751820,773.82
2021S051235300380,4753575,773.84
2021S051235300381,4761160,773.89
2021S051235300382,4769680,773.93
2021S051235300383,4773895,773.95
2021S051235300384,4777365,773.94
2021S051235300385,4781700,773.87
2021S051235300386,4783370,773.87
2021S051235300387,4788455,773.85
2021S051235300388,4790635,773.88
2021S051235300389,4798150,773.83
2021S051235300390,4797845,773.85
2021S051235300391,4788045,773.87
2021S051235300392,4789610,773.84
2021S051235300393,4783640,773.92
2021S051235300394,4781160,773.94
2021S051235300395,4777830,773.94
2021S051235300396,4765930,773.89
2021S051235300397,4764920,773.86
2021S051235300398,4794645,773.84
2021S051235300399,4805275,773.87
2021S051235300400,4811525,773.85
2021S051235300401,4808305,773.84
2021S051235300402,4816920,773.86
2021S051235300403,4818545,773.81
2021S051235300404,4812900,773.83
2021S051235300405,4811165,773.81
2021S051235300406,4803420,773.87
2021S051235300407,4819585,773.81
2021S051235300408,4821490,773.78
2021S051235300409,4825595,773.73
2021S051235300410,4830710,773.68
2021S051235300413,4834625,773.68
2021S051235300414,4830885,773.73
2021S051235300415,4835555,773.73
2021S051235300416,4829815,773.78
2021S051235300417,4828975,773.83
2021S051235300418,4831025,773.92
2021S051235300424,4826265,774.04
2021S051235300425,4819375,774.02
2021S051235300429,4806740,774.1
2021S051235300431,4806965,774.14
2021S051235300432,4802680,774.18
2021S051235300433,4808150,774.13
2021S051235300434,4811890,774.08
2021S051235300435,4812705,774.07
2021S051235300436,4816470,774.03
2021S051235300437,4822930,774.05
2021S051235300438,4808230,774.07
2021S051235300439,4806090,774
2021S051235300440,4798885,774.02
2021S051235300441,4800750,773.99
2021S051235300442,4808260,773.89
2021S051235300443,4811010,773.92
2021S051235300444,4815760,773.96
2021S051235300445,4817510,773.92
2021S051235300446,4823335,773.92
2021S051235300447,4824050,774.01
2021S051235300448,4823445,773.9
2021S051235300449,4823645,773.83
2021S051235300450,4827990,773.75
2021S051235300451,4825805,773.73
2021S051235300452,4821425,773.83
2021S051235300453,4819280,773.83
2021S051235300454,4787690,774.1
2021S051235300455,4779400,774.03
2021S051235300456,4791625,774.09
2021S051235300460,4822645,774.06
2021S051235300462,4825845,774.07
2021S051235300463,4825965,774.06
2021S051235300464,4832310,774.07
2021S051235300466,4817000,774.11
2021S051235300469,4800340,774.02
2021S051235300470,4806625,774.04
2021S051235300471,4809950,774.08
2021S051235300472,4810185,774.09
2021S051235300473,4784240,774.15
2021S051235300476,4812400,774.11
2021S051235300477,4810575,774.06
2021S051235300478,4815865,774.06
2021S051235300479,4817375,774.02
2021S051235300480,4820300,774.04
2021S051235300481,4828100,774.03
2021S051235300482,4826160,774.06
2021S051235300483,4820275,774.08
2021S051235300484,4815140,774.1
2021S051235300485,4826645,774.08
2021S051235300486,4832875,774.08
2021S051235300487,4839970,773.98
2021S051235300488,4834320,774.04
2021S051235300489,4843845,773.94
2021S051235300492,4842960,773.94
2021S051235300493,4840560,773.95
2021S051235300494,4835405,773.97
2021S051235300495,4830125,773.99
2021S051235300496,4823765,773.98
2021S051235300498,4814385,774.04
2021S051235300500,4833430,773.9
2021S051235300501,4838830,773.85
2021S051235300502,4841895,773.86
2021S051235300503,4850340,773.93
2021S051235300504,4851465,773.82
2021S051235300505,4858240,773.84
2021S051235300507,4852205,773.9
2021S051235300508,4873885,773.86
2021S051235300510,4873210,773.82
2021S051235300511,4869345,773.85
2021S051235300512,4861480,773.86
2021S051235300514,4871160,773.85
2021S051235300515,4876525,773.85
2021S051235300516,4878375,773.84
2021S051235300517,4884335,773.81
2021S051235300525,4909840,773.62
2021S051235300526,4910970,773.61
2021S051235300527,4906040,773.62
2021S051235300528,4914575,773.55
2021S051235300529,4915470,773.51
2021S051235300530,4918065,773.49
2021S051235300531,4915230,773.52
2021S051235300537,4918945,773.38
2021S051235300538,4908435,773.44
2021S051235300539,4906370,773.49
2021S051235300540,4904725,773.53
2021S051235300541,4900745,773.57
2021S051235300542,4917960,773.33
2021S051235300543,4911865,773.43
2021S051235300544,4891565,773.61
2021S051235300545,4884385,773.75
2021S051235300547,4893575,773.65
2021S051235300548,4900435,773.64
2021S051235300549,4905495,773.6
2021S051235300550,4906010,773.6
2021S051235300551,4902575,773.62
2021S051235300552,4910775,773.57
2021S051235300553,4906630,773.57
2021S051235300554,4913665,773.53
2021S051235300555,4899055,773.65
2021S051235300556,4897750,773.66
2021S051235300557,4874195,773.84
2021S051235300558,4836225,773.9
2021S051235300559,4848540,773.92
2021S051235300560,4842420,773.97
2021S051235300561,4866455,773.77
2021S051235300563,4839675,773.69
2021S051235300564,4835685,773.8
2021S051235300565,4836870,773.7
2021S051235300566,4836170,773.75
2021S051235300567,4837945,773.63
2021S051235300568,4838170,773.63
2021S051235300569,4836225,773.62
2021S051235300573,4821515,773.75
2021S051235300574,4819675,773.77
2021S051235300575,4824535,773.73
2021S051235300579,4811075,773.86
2021S051235300580,4804430,773.9
2021S051235300581,4799040,773.89
2021S051235300582,4789480,774.02
2021S051235300583,4789765,773.95
2021S051235300584,4783035,774.01
2021S051235300587,4778075,774.04
2021S051235300588,4778705,774.08
2021S051235300589,4776815,774.1
2021S051235300590,4785845,773.97
2021S051235300591,4777585,774.03
2021S051235300598,4717670,774.3
2021S051235300599,4721020,774.25
2021S051235300600,4727915,774.26
2021S051235300611,4815265,773.84
2021S051235300612,4805570,773.91
2021S051235300613,4799310,773.92
2021S051235300614,4789355,773.96
2021S051235300615,4787745,773.97
2021S051235300618,4794630,773.96
2021S051235300619,4807540,773.86
2021S051235300620,4804280,773.92
2021S051235300621,4812125,773.87
2021S051235300622,4815620,773.87
2021S051235300623,4818510,773.82
2021S051235300624,4822275,773.82
2021S051235300625,4817470,773.86
2021S051235300626,4819900,773.87
2021S051235300627,4807830,773.95
2021S051235300628,4803775,773.94
2021S051235300629,4801945,773.95
2021S051235300630,4793010,773.95
2021S051235300631,4793465,773.95
2021S051235300632,4786025,773.99
2021S051235300633,4779355,774.03
2021S051235300634,4787200,773.96
2021S051235300636,4772180,773.97
2021S051235300639,4764185,774.1
2021S051235300640,4767370,774.1
2021S051235300641,4768555,774.13
2021S051235300642,4759165,774.13
2021S051235300645,4767510,774.16
2021S051235300646,4768855,774.19
2021S051235300647,4774105,774.19
2021S051235300648,4763265,774.19
2021S051235300649,4762485,774.21
2021S051235300650,4753810,774.2
2021S051235300651,4751645,774.25
2021S051235300652,4751035,774.23
2021S051235300653,4746070,774.33
2021S051235300654,4745850,774.3
2021S051235300655,4744600,774.27
2021S051235300656,4748120,774.27
2021S051235300657,4754570,774.16
2021S051235300658,4754675,774.14
2021S051235300660,4787660,774.14
2021S051235300661,4794665,774.05
2021S051235300662,4805845,774
2021S051235300663,4809400,773.98
2021S051235300664,4813845,773.92
2021S051235300665,4804585,774.06
2021S051235300667,4827625,773.87
2021S051235300671,4844255,773.88
2021S051235300674,4849870,773.88
2021S051235300677,4833080,773.83
2021S051235300678,4828430,773.83
2021S051235300679,4816460,773.93
2021S051235300680,4817790,773.95
2021S051235300681,4808870,773.92
2021S051235300682,4804950,773.94
2021S051235300683,4793860,773.97
2021S051235300684,4791040,774.03
2021S051235300685,4778190,774.12
2021S051235300686,4776150,774.16
2021S051235300687,4784665,774.09
2021S051235300688,4786040,774.13
2021S051235300689,4799380,773.99
2021S051235300693,4809545,773.87
2021S051235300694,4818315,773.85
2021S051235300701,4722525,773.92
2021S051235300702,4719625,773.95
2021S051235300705,4768705,774.05
2021S051235300706,4761000,774.13
2021S051235300707,4786415,773.96
2021S051235300708,4794165,774.19
2021S051235300709,4696385,773.96
2021S051235300711,4740195,774.18
2021S051235300713,4736960,773.96
2021S051235300714,4731160,774.12
2021S051235300716,4708610,773.97
2021S051235300717,4718750,773.92
2021S051235300718,4781280,773.83
2021S051235300719,4749315,773.92
2021S051235300720,4779890,774.01
2021S051235300721,4818065,773.81
2021S051235300722,4832025,773.84
2021S051235300726,4682010,774
2021S051235300727,4819675,773.91
2021S051235300728,4767260,773.98
2021S051235300729,4773620,773.88
2021S051235300730,4717655,773.97
2021S051235300732,4740525,773.84
2021S051235300734,4782845,774.17
2021S051235300737,4798340,773.89
2021S051235300738,4806230,773.91
2021S051235300739,4809305,773.89
2021S051235300740,4811175,773.88
2021S051235300741,4728710,773.95
2021S051235300742,4771670,773.78
2021S051235300743,4853630,773.3
2021S051235300744,4852620,773.33
2021S051235300745,4890630,773.02
2021S051235300746,4846105,773.46
2021S051235300747,4844835,773.58
2021S051235300749,4763175,774.15
2021S051235300751,4749900,774.09
2021S051235300754,4702615,774.29
2021S051235300755,4675755,774.36
2021S051235300756,4642050,774.73
2021S051235300757,4656845,774.75
2021S051235300758,4620155,774.76
2021S051235300759,4638775,774.7
2021S051235300760,4533395,775.2
2021S051235300761,4489555,775.08
2021S051235300762,4553020,775.07
2021S051235300763,4317970,774.67
2021S051235300764,4458110,774.92
2021S051235300765,4282615,774.75
2021S051235300766,4455545,774.9
2021S051235300767,4558410,774.96
2021S051235300768,4574790,774.66
2021S051235300769,4052340,775.16
2021S051235300770,4121735,774.72
2021S051235300771,4118600,774.83
2021S051235300772,4159485,774.72
2021S051235300773,4268890,774.7
2021S051235300774,4422790,774.89
2021S051235300775,4310360,774.69
2021S051235300777,4348610,775.53
2021S051235300778,4391740,775.49
2021S051235300780,4411900,775.45
2021S051235300783,4197450,775.79
2021S051235300784,4164005,775.99
2021S051235300785,4180485,775.82
2021S051235300786,4143385,775.93
2021S051235300787,4085940,776.02
2021S051235300788,4141210,775.65
2021S051235300789,4144950,775.79
2021S051235300790,4171505,775.71
2021S051235300791,4180490,775.68
2021S051235300792,4202585,775.51
2021S051235300793,4116505,776.26
2021S051235300795,4556030,774.88
2021S051235300796,4569660,775.07
2021S051235300797,4587225,774.76
2021S051235300798,4617395,774.58
2021S051235300799,4613670,774.79
2021S051235300800,4600525,774.87
2021S051235300801,4591600,774.95
2021S051235300802,4591855,774.97
2021S051235300803,4579000,775.13
2021S051235300804,4577475,775.17
2021S051235300805,4587385,775.02
2021S051235300806,4580185,775.09
2021S051235300807,4581005,775.09
2021S051235300808,4706775,774.45
2021S051235300809,4678875,774.65
2021S051235300810,4726835,774.38
2021S051235300811,4754685,774.07
2021S051235300812,4774055,774.08
2021S051235300813,4882525,773.87
2021S051235300814,4931660,773.86
2021S051235300815,4599880,774.35
2021S051235300816,4588025,774.64
2021S051235300818,4575395,774.87
2021S051235300819,4520070,775.34
2021S051235300821,4649920,774.42
2021S051235300822,4638735,774.44
2021S051235300823,4656890,774.35
2021S051235300824,4662720,774.48
2021S051235300825,4682230,774.3
2021S051235300826,4678445,774.34
2021S051235300827,4670175,774.45
2021S051235300828,4664425,774.45
2021S051235300830,4693760,774.43
2021S051235300832,4700965,774.51
2021S051235300833,4708880,774.46
2021S051235300836,4826810,773.7
2021S051235300837,4797970,773.87
2021S051235300838,4787310,773.83
2021S051235300839,4785305,773.88
2021S051235300840,4775290,773.89
2021S051235300841,4775765,773.94
2021S051235300842,4761860,773.92
2021S051235300843,4767470,773.92
2021S051235300844,4759395,773.87
2021S051235300845,4764880,773.91
2021S051235300846,4763505,773.9
2021S051235300847,4771775,773.9
2021S051235300850,4922870,773.04
2021S051235300851,4929500,773.41
2021S051235300853,4915770,773.52
2021S051235300854,4922515,773.46
2021S051235300856,4923485,773.47
2021S051235300857,4926335,773.47
2021S051235300858,4927710,773.49
2021S051235300859,4929195,773.45
2021S051235300860,4925025,773.46
2021S051235300861,4923925,773.46
2021S051235300863,4905180,773.65
2021S051235300864,4919555,773.59
2021S051235300869,4896115,773.76
2021S051235300870,4888895,773.76
2021S051235300871,4889740,773.75
2021S051235300872,4810130,773.82
2021S051235300873,4807630,773.82
2021S051235300874,4823220,773.8
2021S051235300875,4817825,773.77
2021S051235300876,4807840,773.84
2021S051235300877,4671455,774.04
2021S051235300878,4673785,774.01
2021S051235300881,4831930,773.94
2021S051235300882,4830515,774.02
2021S051235300883,4744540,774.16
2021S051235300885,4898395,773.75
2021S051235300886,4902580,773.72
2021S051235300887,4766020,774
2021S051235300888,4779140,774
2021S051235300889,4798570,773.95
2021S051235300890,4816820,773.92
2021S051235300891,4847355,773.95
2021S051235300892,4855200,773.93
2021S051235300894,4781555,774.17
2021S051235300895,4868375,773.87
2021S051235300896,4864020,773.84
2021S051235300899,4923655,773.51
2021S051235300900,4926725,773.51
2021S051235300902,4832520,774.04
2021S051235300904,4815580,773.72
2021S051235300906,4797920,773.69
2021S051235300908,4742760,773.98
2021S051235300909,4925505,773.43
2021S051235300911,4922155,773.45
2021S051235300913,4653985,774.1
2021S051235300916,4674640,774.02
2021S051235300917,4663685,774.09
2021S051235300918,4645960,774.13
2021S051235300919,4661425,774.11
2021S051235300920,4675000,774.02
2021S051235300921,4657840,774.12
2021S051235300922,4670295,774.06
2021S051235300927,4820085,773.86
2021S051235300928,4805785,773.89
2021S051235300929,4801085,774.02
2021S051235300930,4807690,773.99
2021S051235300932,4628210,774.41
2021S051235300934,4738715,773.91
2021S051235300936,4716425,774.09
2021S051235300938,4730080,773.99
2021S051235300939,4736315,773.93
2021S051235300942,4899270,773.2
2021S051235300943,4856045,773.61
2021S051235300944,4661625,774.59
2021S051235300945,4653020,774.58
2021S051235300946,4764025,773.9
2021S051235300947,4782350,773.95
2021S051235300948,4808265,774.11
2021S051235300949,4815400,773.97
2021S051235300950,4830025,773.68
2021S051235300952,4833125,773.65
2021S051235300954,4670360,774.04
2021S051235300955,4682285,773.98
2021S051235300957,4706080,774.01
2021S051235300958,4715975,773.97
2021S051235300960,4815325,774.05
2021S051235300961,4816515,774.06
2021S051235300962,4814310,774.07
2021S051235300963,4817390,774.08
2021S051235300965,4834950,773.78
2021S051235300966,4834610,773.83
2021S051235300967,4842560,773.86
2021S051235300968,4838645,773.85
2021S051235300970,4657220,774.28
2021S051235300971,4672725,774.25
2021S051235300972,4676775,774.19
2021S051235300973,4686025,774.22
2021S051235300974,4683240,774.14
2021S051235300975,4677560,774.1
2021S051235300976,4685135,774.06
2021S051235300977,4688600,774.08
2021S051235300979,4705400,773.98
2021S051235300980,4714615,773.91
2021S051235300981,4725020,773.89
2021S051235300982,4737095,773.82
2021S051235300983,4740200,773.82
2021S051235300984,4641835,774.17
2021S051235300985,4654265,774.13
2021S051235300987,4659800,774.04
2021S051235300988,4664155,774.05
2021S051235300989,4678780,773.94
2021S051235300991,4646440,774.14
2021S051235300992,4651210,774.1
2021S051235300993,4655990,774.05
2021S051235300995,4913310,773.6
2021S051235300996,4910805,773.62
2021S051235300997,4898095,773.73
2021S051235300998,4892095,773.78
2021S051235300999,4902480,773.74
2021S051235301001,4718230,774.19
2021S051235301002,4715260,774.19
2021S051235301003,4725515,774.13
2021S051235301004,4689125,774.19
2021S051235301005,4700280,774.21
2021S051235301007,4772070,773.81
2021S051235301008,4754250,774.02
2021S051235301009,4832095,774.02
2021S051235301010,4832335,774.02
2021S051235301012,4835045,774.05
2021S051235301013,4832950,773.96
2021S051235301014,4832290,773.96
2021S051235301017,4681860,774.51
2021S051235301020,4223525,776.03
2021S051235301023,4508360,775.43
2021S051235301025,4423900,775.54
2021S051235301026,4443260,775.86
2021S051235301027,4870785,773.87
2021S051235301031,4713675,774.12
2021S051235301032,4692765,774.26
2021S051235301033,4659010,774.23
2021S051235301035,4859660,773.83
2021S051235301036,4840210,773.78
2021S051235301037,4749490,774.1
2021S051235301038,4726515,774.23
2021S051235301039,4829235,773.8
2021S051235301040,4828130,773.78
2021S051235301041,4838655,773.77
2021S051235301042,4801255,773.86
2021S051235301043,4623705,774.81
2021S051235301044,4614820,774.8
2021S051235301045,4338900,775.37
2021S051235301046,4374480,775.42
2021S051235301047,4840095,773.86
2021S051235301048,4865850,773.59
2021S051235301049,4879140,773.84
2021S051235301050,4887850,773.8
2021S051235301051,4881950,773.82
2021S051235301052,4672815,774.04
2021S051235301053,4645200,774.14
2021S051235301054,4645700,774.12
2021S051235301055,4671765,774.02
2021S051235301056,4761845,774.1
2021S051235301057,4784240,774.18
2021S051235301059,4616955,774.53
2021S051235301060,4653550,774.37
2021S051235310112,4232925,775.65
2021S051235310113,3712285,780.5
2021S051235310114,3978505,777.32
2021S051235310115,3765065,779.54
2021S051235310116,3570270,781.96
2021S051235310117,3519350,783.12
2021S051235310118,3497770,783.8
2021S051235310119,3468200,784.16
2021S051235310120,3458940,784.5
2021S051235310121,3411735,785.18
2021S051235310122,3356825,786.25
2021S051235310123,3182165,789.63
2021S051235310124,3288640,786.96
2021S051235310125,3454950,784.21
2021S051235310126,3492055,783.47
2021S051235310127,3526210,782.74
2021S051235310128,3554575,781.37
2021S051235310129,2960045,792.69
2021S051235310130,3231445,786.36
2021S051235310131,2667400,796.95
2021S051235310132,2806310,796.04
2021S051235310133,2508880,800.86
2021S051235310134,2331775,803.41
2021S051235310135,2111865,806.6
2021S051235310136,2154295,805.63
2021S051235310137,2097415,806.38
2021S051235310138,2154765,805.53
2021S051235310139,2172480,805.16
2021S051235310140,2229820,804.1
2021S051235310141,2333005,803.15
2021S051235310142,2253880,802.9
2021S051235310143,1905540,809.5
2021S051235310144,2046140,806.9
2021S051235310145,1807220,814.42
2021S051235310146,1618115,826.4
2021S051235310147,1608395,826.94
2021S051235310148,2016200,808.33
2021S051235310149,2041585,807.84
2021S051235310150,2051690,807.66
2021S051235310151,2066440,807.37
2021S051235310152,2079625,807.15
2021S051235310153,2101045,806.91
2021S051235310154,2097525,806.96
2021S051235310155,2121115,806.57
2021S051235310156,2147520,806.18
2021S051235310157,2079685,807.17
2021S051235310158,2216815,804.91
2021S051235310159,2331385,802.74
2021S051235310160,2424015,801.99
2021S051235310163,2624935,797.82
2021S051235310164,2646210,797.28
2021S051235310165,2628275,797.69
2021S051235310166,2662275,797.2
2021S051235310167,2679945,796.81
2021S051235310168,2684320,796.73
2021S051235310169,2725420,795.67
2021S051235310170,2731620,795.59
2021S051235310171,2753225,795.55
2021S051235310172,2755845,795.53
2021S051235310173,2771275,795.6
2021S051235310174,2749455,795.68
2021S051235310175,2721570,795.84
2021S051235310176,2702765,796.29
2021S051235310177,2699540,796.23
2021S051235310178,2672245,797.06
2021S051235310179,2666070,797.06
2021S051235310180,2693380,796.3
2021S051235310181,2661655,797.3
2021S051235310182,2688200,796.46
2021S051235310183,2646395,797.5
2021S051235310184,2638910,797.67
2021S051235310185,2723740,795.75
2021S051235310187,2785230,795.5
2021S051235310188,2790135,795.62
2021S051235310189,2790405,795.57
2021S051235310190,2755890,795.84
2021S051235310191,2757575,795.66
2021S051235310192,2739725,795.63
2021S051235310193,2713845,796.22
2021S051235310194,2717555,796.1
2021S051235310195,2679830,796.74
2021S051235310196,2660115,797.26
2021S051235310197,2659485,797.26
2021S051235310198,2614085,797.9
2021S051235310199,2599695,798.17
2021S051235310203,2416340,800.94
2021S051235310204,2855930,794.8
2021S051235310205,2621130,798.78
2021S051235310206,3128860,786.64
2021S051235310207,3440050,778.63
2021S051235310208,3523610,777.42
2021S051235310209,3932540,775.15
2021S051235310210,3767280,776.52
2021S051235310211,3541665,777.68
2021S051235310214,2859425,794.36
2021S051235310215,2836415,794.96
2021S051235310216,2835745,795.02
2021S051235310218,3751920,777.21
2021S051235310219,3608255,778.64
2021S051235310220,3498680,780.06
2021S051235310221,3666610,778.34
2021S051235310222,4140400,774.95
2021S051235310223,4136480,775.54
2021S051235310224,2694215,796.45
2021S051235310225,2729355,795.73
2021S051235310226,2107590,806.81
2021S051235310227,2047380,807.68
2021S051235310228,1411130,831.07
2021S051235310229,1529680,822.74
2021S051235310230,2875710,795.39
2021S051235310231,2974150,794.16
2021S051235310234,2652460,797.53
2021S051235310236,2826325,795.02
2021S051235310237,2578545,798.54
2021S051235310239,2665530,797.09
2021S051235310329,3038025,787.07
2021S051235310331,2514935,800.16
2021S051235310332,2567480,799.24
2021S051235310333,2798095,795.71
2021S051235310334,2982740,789.38
2021S051235320153,4487725,775.91
2021S051235320154,4347245,776.3
2021S051235320155,4333670,776.3
2021S051235320156,4261090,776.29
2021S051235320157,4005580,776.75
2021S051235320158,3996760,777.29
2021S051235320159,3721695,777.85
2021S051235320160,3745195,777.76
2021S051235320163,3375865,780.66
2021S051235320164,3380730,780.65
2021S051235320165,3346605,781.11
2021S051235320166,3326200,781.57
2021S051235320167,3356580,780.89
2021S051235320168,3323890,781.59
2021S051235320169,3355100,780.98
2021S051235320170,3319505,781.69
2021S051235320171,3300490,781.99
2021S051235320172,3230830,783.58
2021S051235320173,3256540,782.88
2021S051235320174,3196770,783.94
2021S051235320175,3254675,782.9
2021S051235320176,3190720,783.73
2021S051235320177,3215760,783.39
2021S051235320178,3217710,783.27
2021S051235320179,3150525,784.31
2021S051235320180,3110285,784.98
2021S051235320181,3108610,785.12
2021S051235320182,3069010,785.96
2021S051235320183,3050915,786.62
2021S051235320184,3087005,785.68
2021S051235320185,3122175,785.02
2021S051235320186,3099220,785.51
2021S051235320187,3145715,784.62
2021S051235320188,3156730,784.6
2021S051235320189,3188625,784.27
2021S051235320190,3155020,784.39
2021S051235320191,3185135,784.56
2021S051235320192,3155460,784.94
2021S051235320193,3115760,785.79
2021S051235320194,3077900,786.44
2021S051235320195,3096195,785.65
2021S051235320196,3052535,786.72
2021S051235320197,3029655,787.62
2021S051235320198,3004155,788.14
2021S051235320199,3021290,787.69
2021S051235320202,2929930,790.09
2021S051235320203,2974100,789.19
2021S051235320204,2963665,789.63
2021S051235320205,3040365,787.83
2021S051235320206,2989020,789.13
2021S051235320208,3105135,786.04
2021S051235320209,3127905,785.78
2021S051235320211,3239175,783.56
2021S051235320212,3245805,783.39
2021S051235320213,3401415,780.54
2021S051235320215,3428325,779.91
2021S051235320216,3101815,786.56
2021S051235320217,2775385,794.33
2021S051235320218,2611050,797.53
2021S051235320219,2437125,800.25
2021S051235320220,2359890,801.98
2021S051235320221,2315835,803.21
2021S051235320222,2339830,802.71
2021S051235320223,2335155,802.98
2021S051235320224,2337405,803.03
2021S051235320225,2337485,803.07
2021S051235320226,2354155,802.59
2021S051235320227,2437270,800.63
2021S051235320228,2315625,803.63
2021S051235320229,2336590,803.2
2021S051235320230,2333430,803.24
2021S051235320231,2341970,803.16
2021S051235320232,2326715,803.3
2021S051235320233,2317070,803.47
2021S051235320234,2311125,803.65
2021S051235320235,2300785,803.86
2021S051235320236,2289715,803.9
2021S051235320237,2300915,803.78
2021S051235320238,2307765,803.59
2021S051235320239,2312515,803.4
2021S051235320240,2316275,803.45
2021S051235320241,2322705,803.21
2021S051235320242,2551500,798.08
2021S051235320244,2657270,796.62
2021S051235320246,2975130,787.75
2021S051235320247,3449330,778.93
2021S051235320248,3311625,779.66
2021S051235320249,3009685,787.12
2021S051235320250,3430160,778.56
2021S051235320251,3707045,776.94
2021S051235320252,3406560,778.94
2021S051235320254,3447980,778.44
2021S051235320255,2668000,796.67
2021S051235320256,2495045,800.73
2021S051235320257,2339065,803.22
2021S051235320258,2180345,805.53
2021S051235320259,2178880,805.72
2021S051235320260,2336310,803.58
2021S051235320261,2456690,801.63
2021S051235320262,2465015,801.19
2021S051235320263,2193515,805.81
2021S051235320264,2112075,807.8
2021S051235320265,2058040,809.2
2021S051235320266,2049935,808.77
2021S051235320267,2205700,804.53
2021S051235320268,2121010,805.19
2021S051235320269,1953460,809.51
2021S051235320270,1929705,809.11
2021S051235320271,2170075,804.85
2021S051235320272,2193035,804.62
2021S051235320273,2210145,804.68
2021S051235320274,2232035,804.52
2021S051235320275,2237215,804.51
2021S051235320276,2187195,804.54
2021S051235320277,2246490,804.32
2021S051235320278,2273690,804.11
2021S051235320279,2259210,804.2
2021S051235320280,2239290,804.58
2021S051235320281,2217295,804.59
2021S051235320282,2225555,804.57
2021S051235320283,2196900,804.75
2021S051235320284,2178660,805.02
2021S051235320285,2177315,805.03
2021S051235320286,2157785,805.18
2021S051235320287,2177985,805.03
2021S051235320288,2208375,804.66
2021S051235320289,2132025,805.42
2021S051235320290,2144540,805.43
2021S051235320291,2248725,804.3
2021S051235320292,2478470,801.45
2021S051235320293,2518130,800.54
2021S051235320294,2706630,796.29
2021S051235320295,2704680,795.97
2021S051235320296,2713405,795.32
2021S051235320297,3082110,784.81
2021S051235320298,3351030,779.74
2021S051235320299,3399000,779.18
2021S051235320300,3219500,782.38
2021S051235320301,3091155,785.21
2021S051235320302,2743270,795.71
2021S051235320303,2351005,802.87
2021S051235320304,2777105,795.09
2021S051235320305,3122100,785.45
2021S051235320306,3453570,778.76
2021S051235320307,4025915,776.61
2021S051235320308,4277750,776.59
2021S051235320309,4375555,776.86
2021S051235320310,4262510,776.53
2021S051235320311,4471905,776.25
2021S051235320312,4532185,775.68
2021S051235320313,3942590,777.07
2021S051235320314,3326355,781.51
2021S051235320315,3333665,781.46
2021S051235320318,3531915,779.08
2021S051235320319,3340260,780.88
2021S051235320321,2861620,791.49
2021S051235320322,3007710,787.84
2021S051235320323,3721930,777.22
2021S051235320325,3389735,780.48
2021S051235320326,3368585,779.48
2021S051235320329,2716805,795.37
2021S051235320330,2903570,791.06
2021S051235320331,3586815,778.64
2021S051235320332,3424670,780.22
2021S051235320333,3404945,780.49
2021S051235320334,3421620,780.21
2021S051235320335,3445995,780.02
2021S051235320336,3030710,788.39
2021S051235320337,2979660,789.65
2021S051235320338,2952630,789.97
2021S051235340021,1292060,855.36
2021S051235340022,1284190,855.67
2021S051235340023,1279720,855.96
2021S051235340024,1282385,855.77
2021S051235340025,1279780,855.97
2021S051235340026,1275160,855.94
2021S051235340027,1273715,856.11
2021S051235340028,1273410,856.03
2021S051235340029,1271375,856.2
2021S051235340030,1275495,855.98
2021S051235340031,1271195,856.04
2021S051235340032,1272840,856.21
2021S051235340033,1268600,855.86
2021S051235340034,1264140,856
2021S051235340035,1264985,855.99
2021S051235340036,1261150,855.77
2021S051235340037,1268210,855.86
2021S051235340038,1256245,855.9
2021S051235340039,1255130,855.94
2021S051235340040,1248730,856.29
2021S051235340041,1247685,856.3
2021S051235340042,1235655,856.88
2021S051235340043,1242630,856.43
2021S051235340044,1249030,856.25
2021S051235340045,1251660,856.24
2021S051235340046,1255320,856
2021S051235340051,1233615,856.95
2021S051235340052,1208590,856.79
